GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS2353542273	2024-07-30 17:31:30.680257	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				3					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD12	L35328875	P	-42.4395660	172.2972250	2024-02-09		obsr6143070	S189583847	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2024 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353543041	2024-07-30 17:31:30.680257	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD19	L35329084	P	-42.4233677	172.3093671	2024-02-08		obsr6143070	S189584471	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2024 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542022	2024-07-30 17:29:54.894245	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD3	L35328836	P	-42.7729751	172.0643590	2024-02-20		obsr6143070	S189583594	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2024 1080_treeline_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542664	2024-07-30 17:29:54.894245	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD1	L35328939	P	-42.7723121	172.0581838	2024-02-20		obsr6143070	S189584092	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2024 1080_treeline_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542924	2024-07-30 17:31:30.680257	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD16	L35329024	P	-42.4312290	172.3063610	2024-02-08		obsr6143070	S189584353	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2024 1080_treeline+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353543047	2024-07-30 17:29:54.894245	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD5	L35329089	P	-42.7682152	172.0659462	2024-02-22		obsr6143070	S189584477	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2024 1080_treeline_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542898	2024-07-30 17:31:30.680257	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD10	L35329016	P	-42.4302590	172.3003710	2024-02-09		obsr6143070	S189584327	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2024 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353543039	2024-07-30 17:31:30.680257	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD17	L35329083	P	-42.4236628	172.3015965	2024-02-07		obsr6143070	S189584469	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2024 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542009	2024-07-30 17:29:54.894245	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD10	L35328831	P	-42.7740350	172.0563730	2024-02-20		obsr6143070	S189583581	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2024 1080_treeline_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542240	2024-07-30 17:31:30.680257	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD11	L35328868	P	-42.4356410	172.3005560	2024-02-09		obsr6143070	S189583814	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2024 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542239	2024-07-30 17:31:30.680257	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				4					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD11	L35328868	P	-42.4356410	172.3005560	2024-02-08		obsr6143070	S189583813	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2024 1080_treeline+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353543040	2024-07-30 17:31:30.680257	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD17	L35329083	P	-42.4236628	172.3015965	2024-02-08		obsr6143070	S189584470	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2024 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS912385277	2022-10-20 05:03:16.129792	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2				Female, Adult (1); Male, Adult (1)	New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Aurthur's Pass to Otira River valley	L11336344	P	-42.8979022	171.5550584	1940-11-10		obsr747245	S68422949	Historical	P62	EBIRD					0		1	1	1		Recorded by R.H.D. Stidolph in field notebooks stored in the Wairarapa Archives, Masterton		
URN:CornellLabOfOrnithology:EBIRD:OBS148128850	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Waimakariri, Opp Taipoiti	L1490870	P	-42.9614674	171.4333958	1950-01-01		obsr292791	S10430786	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128853	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Amber Col	L1490873	P	-42.9114727	171.6796404	1950-01-01		obsr292791	S10430789	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128859	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Temple Basin, Arthurs Pass	L1490879	P	-42.9065761	171.5868496	1951-12-01		obsr292791	S10430795	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128958	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Codger's Col on both the Edward's side, and the Discovery Creek side, Hawdon Valley.	L1490975	P	-42.9126029	171.6956616	1957-01-01		obsr292791	S10430894	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128956	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Occasionally on steep ground  on the west side above the bush line (compared to above).	L1490973	P	-42.9441350	171.6435827	1957-01-01		obsr292791	S10430892	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128919	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					The basin of Rough Creek above the waterfalls and near the bushline	L1490938	P	-42.9500342	171.5488966	1957-01-01		obsr292791	S10430855	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128916	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Head of the Bealey under Rolleston (less common)	L1490935	P	-42.9114331	171.5296600	1957-01-01		obsr292791	S10430852	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128917	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Common on the grand traverse of Mt Avalanche, leading straight down to Crow Hut.	L1490936	P	-42.9425395	171.5331427	1957-01-01		obsr292791	S10430853	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128918	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Final Pyramid of Mt Avalanche	L1490937	P	-42.9423168	171.5368244	1957-01-01		obsr292791	S10430854	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128957	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Edwards	L1490974	P	-42.9440654	171.6452999	1957-01-01		obsr292791	S10430893	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007; especially opposite hut and up the stream at the top of the fan 0.5 km upstream usually near the top of the subalpine scrub.	
URN:CornellLabOfOrnithology:EBIRD:OBS148128911	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					West Crow' the largest tributary on the western side, half way down from the hut to the grass up the Crow fan.	L1490930	P	-42.9582867	171.5116827	1957-01-01		obsr292791	S10430847	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007, Nest on a wall of an avalanche chute, in view of what Dick calls the	
URN:CornellLabOfOrnithology:EBIRD:OBS148128953	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Over the ridge in Agility Creek, there is a 1 acre basin with many large erratics.	L1490970	P	-42.9180162	171.6018985	1957-01-01		obsr292791	S10430889	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128915	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Often about the waterfall on the gully descent to the Crow, and on either side.	L1490934	P	-42.9487875	171.5254559	1957-01-01		obsr292791	S10430851	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128955	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Further down Agility Creek sidling well above on the NE side 100' or so aboove the bushline.	L1490972	P	-42.9217104	171.6057957	1957-01-01		obsr292791	S10430891	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128914	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Where the gully bursts out to the fan nearly opposite (Crow) hut.	L1490933	P	-42.9443889	171.5229881	1957-01-01		obsr292791	S10430850	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128909	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Below and by the Waimakariri falls  bivy, but above the waterfall	L1490928	P	-42.9173626	171.4875015	1957-01-01		obsr292791	S10430845	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128954	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Head of the Punchbowl Creek in the couloirs climbing to cross into Agility Creek.	L1490971	P	-42.9229959	171.6041739	1957-01-01		obsr292791	S10430890	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128912	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Nest found on a small rib above and North of the waterfall (on the crow).	L1490931	P	-42.9518674	171.5130641	1957-01-01		obsr292791	S10430848	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128960	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Crow Valley, Arthurs Pass, pair maintained a territory for 1 month	L1490977	P	-42.9257961	171.5194537	1957-02-03		obsr292791	S10430896	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128966	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Mt Avalanche, Crowe Valley	L1490985	P	-42.9424937	171.5365751	1958-10-04		obsr292791	S10430902	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148129020	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Agility Creek, Mingha Valley - feeding on nectar of Phormium colensoi	L1491032	P	-42.9264845	171.6059936	1966-02-13		obsr292791	S10430956	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148129019	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Agility Creek, Mingha Valley	L1491031	P	-42.9202057	171.6042374	1966-02-13		obsr292791	S10430955	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148129101	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Temple Basin	L1491112	P	-42.9119091	171.5669455	1973-01-01		obsr292791	S10431037	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148129103	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Avalanche Peak, Apnp	L1491114	P	-42.9468564	171.5538740	1973-01-19		obsr292791	S10431039	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148129109	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Upper Otira	L1491120	P	-42.9446470	171.5220627	1973-12-27		obsr292791	S10431045	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148129224	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Below Mt Rolleston	L1491233	P	-42.9079391	171.5171284	1976-12-06		obsr292791	S10431160	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148129225	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Otira Valley	L1491211	P	-42.9122451	171.5228425	1976-12-06		obsr292791	S10431161	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148129232	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Arthurs Pass, mod.c. on steep faces an avalanche gullies above bushline	L1491241	P	-42.9083362	171.5165064	1977-01-01		obsr292791	S10431168	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007: seen only in summer, in autumn can be found in alpine scrub	
URN:CornellLabOfOrnithology:EBIRD:OBS148129335	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Head of Tapoiti Gorge under Harman Pass in the headwaters of the Waimakariri, 4000'	L1491343	P	-42.9396329	171.4235370	1978-01-21		obsr292791	S10431271	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148129430	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Omatane gl. Head of N. Mathias River, fresh moraine. 4300'	L1491437	P	-43.0760658	171.1864276	1979-02-10		obsr292791	S10431366	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148129478	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					On rocky ridge above CMC Hut, Temple Basin, 4500'	L1491489	P	-42.9076768	171.5812516	1980-01-30		obsr292791	S10431414	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148129472	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Upper Otira	L1491483	P	-42.9122451	171.5228425	1980-01-08		obsr292791	S10431408	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148129470	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Upper Otira	L1491478	P	-42.9122451	171.5228425	1980-01-05		obsr292791	S10431406	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148129471	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Temple Basin	L1491482	P	-42.9119091	171.5669455	1980-01-06		obsr292791	S10431407	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148129564	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Otira Face	L1491581	P	-42.9119405	171.4995774	1981-01-17		obsr292791	S10431500	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128694	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Cons Track	L1490715	P	-42.9452268	171.5673931	1981-10-25		obsr292791	S10430630	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128700	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Waimak Col, also seen in wet bluffs under Carrington	L1490721	P	-42.9139631	171.4756423	1981-12-25		obsr292791	S10430636	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148128701	2020-07-29 13:34:12	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Selwyn District	NZ-CAN-062					Waimak Col, 4000' plus  wet bluffs 50m from hut	L1490722	P	-42.9159120	171.4867410	1981-12-25		obsr292791	S10430637	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
